player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid,opta_team_id,opta_team_uuid
Adam Daghim,575415.0,1.0,87.0,1.0,0.02,0.98,1.0,1.0,100.0,0.02,Adam,Daghim,2005-09-28,20.95,1902.0,14.0,Forward,Winger,17iz3i6kzdxc115bdlgcgqdck,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,8.0,135.673,7.0,108.255,0.0,0.0,0.0,0.0,16.959,15.465,1.0,3.0,1.0,0.0,1.0,6.0,2.0,33.333,3.0,3.0,100.0,,,,,,,,,,575415.0,87.0,1.0,1.0,1.0,6.25,0.0,0.111,0.111,0.0,0.0,Adam,Daghim,2005-09-28,20.95,1902.0,14.0,Forward,Winger,17iz3i6kzdxc115bdlgcgqdck,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,575415.0,87.0,1.0,16.0,14.0,87.5,7.0,5.0,71.43,6.0,1.0,16.67,0.0,0.0,0.0,Adam,Daghim,2005-09-28,20.95,1902.0,14.0,Forward,Winger,17iz3i6kzdxc115bdlgcgqdck,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,575415,17iz3i6kzdxc115bdlgcgqdck,1902,4l9mrqzmajz5crzlz50mtbt6x
Adam Hlozek,467008.0,1.0,53.0,0.0,0.07,-0.07,2.0,0.0,0.0,0.04,Adam,Hlozek,2002-07-25,24.13,1902.0,10.0,Forward,Second Striker,e4vr28e9cbq3q5nux1jlpuuei,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,4.0,60.998,2.0,40.845,0.0,0.0,0.0,0.0,15.25,20.422,1.0,0.0,2.0,0.0,1.0,6.0,3.0,50.0,3.0,2.0,66.667,,,,,,,,,,467008.0,53.0,1.0,1.0,1.0,10.0,0.0,0.053,0.053,0.0,0.0,Adam,Hlozek,2002-07-25,24.13,1902.0,10.0,Forward,Second Striker,e4vr28e9cbq3q5nux1jlpuuei,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,467008.0,53.0,1.0,11.0,10.0,90.91,7.0,7.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,Adam,Hlozek,2002-07-25,24.13,1902.0,10.0,Forward,Second Striker,e4vr28e9cbq3q5nux1jlpuuei,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,467008,e4vr28e9cbq3q5nux1jlpuuei,1902,4l9mrqzmajz5crzlz50mtbt6x
Adil Aouchiche,465676.0,1.0,86.0,0.0,0.19,-0.19,2.0,1.0,0.0,0.09,Adil,Aouchiche,2002-07-15,24.15,167.0,24.0,Midfielder,0,2qkesslfmzmgt7igvgosixg8a,cz4a6wmzx2obyisadhgaccx7b,FC Schalke 04,Schalke 04,Schalke 04,S04,15.0,161.425,7.0,64.995,1.0,0.0,2.0,0.0,10.762,9.285,0.0,1.0,3.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0,50.0,,,,,,,,,,465676.0,86.0,1.0,3.0,3.0,9.09,0.0,0.394,0.391,0.0,0.0,Adil,Aouchiche,2002-07-15,24.15,167.0,24.0,Midfielder,0,2qkesslfmzmgt7igvgosixg8a,cz4a6wmzx2obyisadhgaccx7b,FC Schalke 04,Schalke 04,Schalke 04,S04,465676.0,86.0,1.0,35.0,25.0,71.43,19.0,12.0,63.16,1.0,0.0,0.0,0.0,0.0,0.0,Adil,Aouchiche,2002-07-15,24.15,167.0,24.0,Midfielder,0,2qkesslfmzmgt7igvgosixg8a,cz4a6wmzx2obyisadhgaccx7b,FC Schalke 04,Schalke 04,Schalke 04,S04,465676,2qkesslfmzmgt7igvgosixg8a,167,cz4a6wmzx2obyisadhgaccx7b
Afonso Moreira,551191.0,1.0,85.0,0.0,0.3,-0.3,2.0,0.0,0.0,0.15,Afonso,Bastardo Moreira,2005-03-19,21.47,164.0,9.0,Forward,Winger,4hhwub45239nculr9sowalr10,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,14.0,152.913,8.0,74.76,1.0,0.0,0.0,0.0,10.922,9.345,1.0,0.0,0.0,0.0,0.0,10.0,6.0,60.0,4.0,0.0,0.0,,,,,,,,,,551191.0,85.0,1.0,0.0,0.0,0.0,0.0,0.061,0.061,0.0,0.0,Afonso,Bastardo Moreira,2005-03-19,21.47,164.0,9.0,Forward,Winger,4hhwub45239nculr9sowalr10,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,551191.0,85.0,1.0,22.0,17.0,77.27,15.0,11.0,73.33,3.0,0.0,0.0,0.0,0.0,0.0,Afonso,Bastardo Moreira,2005-03-19,21.47,164.0,9.0,Forward,Winger,4hhwub45239nculr9sowalr10,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,551191,4hhwub45239nculr9sowalr10,164,7ad69ngbpjuyzv96drf8d9sn2
Albert Grønbæk,494779.0,1.0,90.0,0.0,0.07,-0.07,2.0,2.0,0.0,0.04,Albert,Grønbæk,2001-05-23,25.3,161.0,11.0,Midfielder,Attacking Midfielder,biuovem90utcyzda58nixtaay,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,6.0,79.351,5.0,68.46,1.0,0.0,0.0,0.0,13.225,13.692,0.0,1.0,3.0,0.0,0.0,9.0,6.0,66.667,0.0,0.0,0.0,,,,,,,,,,494779.0,90.0,1.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,Albert,Grønbæk,2001-05-23,25.3,161.0,11.0,Midfielder,Attacking Midfielder,biuovem90utcyzda58nixtaay,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,494779.0,90.0,1.0,25.0,18.0,72.0,5.0,4.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,Albert,Grønbæk,2001-05-23,25.3,161.0,11.0,Midfielder,Attacking Midfielder,biuovem90utcyzda58nixtaay,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,494779,biuovem90utcyzda58nixtaay,161,75xi6hloabmnjn2kzgj1g8h1s
Albert Sambi Lokonga,437742.0,1.0,90.0,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,Albert,Sambi Lokonga,1999-10-22,26.88,161.0,6.0,Midfielder,Central Midfielder,375gnysvjk9bvq02ex1lkmynd,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,12.0,108.025,6.0,50.925,0.0,0.0,1.0,0.0,9.002,8.487,2.0,0.0,3.0,0.0,1.0,9.0,6.0,66.667,0.0,0.0,0.0,,,,,,,,,,437742.0,90.0,1.0,2.0,2.0,3.28,0.0,0.206,0.205,0.0,0.0,Albert,Sambi Lokonga,1999-10-22,26.88,161.0,6.0,Midfielder,Central Midfielder,375gnysvjk9bvq02ex1lkmynd,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,437742.0,90.0,1.0,65.0,57.0,87.69,11.0,10.0,90.91,1.0,1.0,100.0,0.0,0.0,0.0,Albert,Sambi Lokonga,1999-10-22,26.88,161.0,6.0,Midfielder,Central Midfielder,375gnysvjk9bvq02ex1lkmynd,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,437742,375gnysvjk9bvq02ex1lkmynd,161,75xi6hloabmnjn2kzgj1g8h1s
Albian Hajdari,514116.0,1.0,87.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,Albian,Hajdari,2003-05-18,23.31,1902.0,21.0,Defender,Central Defender,4z9prwdr22kb7vpemekkzqooa,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,9.0,105.613,7.0,75.18,1.0,0.0,0.0,0.0,11.735,10.74,1.0,0.0,3.0,1.0,3.0,5.0,1.0,20.0,3.0,3.0,100.0,,,,,,,,,,514116.0,87.0,1.0,0.0,0.0,0.0,0.0,0.179,0.179,0.0,0.0,Albian,Hajdari,2003-05-18,23.31,1902.0,21.0,Defender,Central Defender,4z9prwdr22kb7vpemekkzqooa,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,514116.0,87.0,1.0,63.0,55.0,87.3,11.0,8.0,72.73,1.0,0.0,0.0,0.0,0.0,0.0,Albian,Hajdari,2003-05-18,23.31,1902.0,21.0,Defender,Central Defender,4z9prwdr22kb7vpemekkzqooa,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,514116,4z9prwdr22kb7vpemekkzqooa,1902,4l9mrqzmajz5crzlz50mtbt6x
Aleix García,178871.0,1.0,90.0,0.0,0.06,-0.06,2.0,0.0,0.0,0.03,Aleix,García,1997-06-28,29.2,164.0,24.0,Midfielder,Central Midfielder,2udtmz4lvh4vil16mxvo0j4l,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,25.0,267.117,17.0,156.765,0.0,0.0,0.0,0.0,10.685,9.221,1.0,1.0,7.0,0.0,1.0,2.0,1.0,50.0,1.0,1.0,100.0,,,,,,,,,,178871.0,90.0,1.0,1.0,0.0,0.0,100.0,0.148,0.113,0.0,0.0,Aleix,García,1997-06-28,29.2,164.0,24.0,Midfielder,Central Midfielder,2udtmz4lvh4vil16mxvo0j4l,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,178871.0,90.0,1.0,98.0,92.0,93.88,23.0,21.0,91.3,1.0,0.0,0.0,0.0,0.0,0.0,Aleix,García,1997-06-28,29.2,164.0,24.0,Midfielder,Central Midfielder,2udtmz4lvh4vil16mxvo0j4l,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,178871,2udtmz4lvh4vil16mxvo0j4l,164,7ad69ngbpjuyzv96drf8d9sn2
Aleksandar Pavlovic,515675.0,1.0,84.0,1.0,0.97,0.03,3.0,2.0,33.33,0.32,Aleksandar,Pavlovic,2004-05-03,22.35,156.0,45.0,Midfielder,Defensive Midfielder,9u0jnvttp25l5bp2pvx7pces,apoawtpvac4zqlancmvw4nk4o,FC Bayern München,Bayern München,FC Bayern,FCB,14.0,196.595,5.0,88.095,0.0,0.0,0.0,0.0,14.042,17.619,0.0,1.0,4.0,0.0,1.0,5.0,3.0,60.0,2.0,1.0,50.0,,,,,,,,,,515675.0,84.0,1.0,1.0,1.0,1.54,0.0,0.215,0.215,0.0,0.0,Aleksandar,Pavlovic,2004-05-03,22.35,156.0,45.0,Midfielder,Defensive Midfielder,9u0jnvttp25l5bp2pvx7pces,apoawtpvac4zqlancmvw4nk4o,FC Bayern München,Bayern München,FC Bayern,FCB,515675.0,84.0,1.0,66.0,54.0,81.82,23.0,20.0,86.96,0.0,0.0,0.0,2.0,1.0,50.0,Aleksandar,Pavlovic,2004-05-03,22.35,156.0,45.0,Midfielder,Defensive Midfielder,9u0jnvttp25l5bp2pvx7pces,apoawtpvac4zqlancmvw4nk4o,FC Bayern München,Bayern München,FC Bayern,FCB,515675,9u0jnvttp25l5bp2pvx7pces,156,apoawtpvac4zqlancmvw4nk4o
Alessio Castro-Montes,226858.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alessio,Castro-Montes,1997-05-17,29.32,387.0,17.0,Midfielder,Attacking Midfielder,7dayrhr0c60zbc1b6lig8pm8l,8q1ul09cygzswb7tb456bmifv,1. FC Köln,Köln,Köln,KOE,10.0,125.509,7.0,87.15,0.0,0.0,0.0,0.0,12.551,12.45,2.0,0.0,4.0,0.0,3.0,2.0,2.0,100.0,4.0,1.0,25.0,,,,,,,,,,226858.0,89.0,1.0,2.0,0.0,0.0,100.0,0.136,0.031,0.0,0.0,Alessio,Castro-Montes,1997-05-17,29.32,387.0,17.0,Midfielder,Attacking Midfielder,7dayrhr0c60zbc1b6lig8pm8l,8q1ul09cygzswb7tb456bmifv,1. FC Köln,Köln,Köln,KOE,226858.0,89.0,1.0,23.0,14.0,60.87,11.0,7.0,63.64,5.0,1.0,20.0,0.0,0.0,0.0,Alessio,Castro-Montes,1997-05-17,29.32,387.0,17.0,Midfielder,Attacking Midfielder,7dayrhr0c60zbc1b6lig8pm8l,8q1ul09cygzswb7tb456bmifv,1. FC Köln,Köln,Köln,KOE,226858,7dayrhr0c60zbc1b6lig8pm8l,387,8q1ul09cygzswb7tb456bmifv
