player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid,opta_team_id,opta_team_uuid
Abdallah Sima,516211.0,2.0,160.0,0.0,0.25,-0.25,2.0,1.0,0.0,0.12,Abdallah,Sima,2001-06-17,25.23,142.0,19.0,Forward,Winger,36ylt0kjn7t0vajmelu4mbazu,3xedluek08t2ka7oypwuullcn,Racing Club de Lens,Lens,Lens,RCL,15.0,193.265,7.0,100.59,1.0,0.0,0.0,0.0,12.884,14.37,1.0,1.0,3.0,0.0,1.0,9.0,6.0,66.667,7.0,2.0,28.571,,,,,,,,,,516211.0,160.0,2.0,3.0,3.0,6.06,0.0,0.228,0.228,1.0,1.0,Abdallah,Sima,2001-06-17,25.23,142.0,19.0,Forward,Winger,36ylt0kjn7t0vajmelu4mbazu,3xedluek08t2ka7oypwuullcn,Racing Club de Lens,Lens,Lens,RCL,516211.0,160.0,2.0,35.0,20.0,57.14,22.0,9.0,40.91,1.0,1.0,100.0,0.0,0.0,0.0,Abdallah,Sima,2001-06-17,25.23,142.0,19.0,Forward,Winger,36ylt0kjn7t0vajmelu4mbazu,3xedluek08t2ka7oypwuullcn,Racing Club de Lens,Lens,Lens,RCL,516211,36ylt0kjn7t0vajmelu4mbazu,142,3xedluek08t2ka7oypwuullcn
Abdelhamid Aït Boudlal,619501.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdelhamid,Aït Boudlal,2006-04-16,20.4,150.0,48.0,Defender,Central Defender,85n9nt673fj0927h3lwthtus4,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,31.0,315.261,16.0,168.315,0.0,0.0,0.0,0.0,10.17,10.52,6.0,6.0,10.0,4.0,12.0,10.0,6.0,60.0,7.0,7.0,100.0,,,,,,,,,,619501.0,180.0,2.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,Abdelhamid,Aït Boudlal,2006-04-16,20.4,150.0,48.0,Defender,Central Defender,85n9nt673fj0927h3lwthtus4,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,619501.0,180.0,2.0,97.0,89.0,91.75,7.0,6.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,Abdelhamid,Aït Boudlal,2006-04-16,20.4,150.0,48.0,Defender,Central Defender,85n9nt673fj0927h3lwthtus4,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,619501,85n9nt673fj0927h3lwthtus4,150,z1wbqtd0fz5t5eezjvrbld3h
Abner Vinícius,475344.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abner Vinícius,da Silva Santos,2000-05-27,26.29,143.0,16.0,Defender,Full Back,yhfujfdzpt7tymqdmt7i0mzu,121le8unjfzug3iu9pgkqa1c7,Lyon,Olympique Lyonnais,Lyon,OL,5.0,57.935,4.0,48.195,0.0,0.0,0.0,0.0,11.587,12.049,0.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,,,,,,,,,,475344.0,10.0,1.0,1.0,0.0,0.0,100.0,0.086,0.004,0.0,0.0,Abner Vinícius,da Silva Santos,2000-05-27,26.29,143.0,16.0,Defender,Full Back,yhfujfdzpt7tymqdmt7i0mzu,121le8unjfzug3iu9pgkqa1c7,Lyon,Olympique Lyonnais,Lyon,OL,475344.0,10.0,1.0,13.0,8.0,61.54,2.0,1.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,Abner Vinícius,da Silva Santos,2000-05-27,26.29,143.0,16.0,Defender,Full Back,yhfujfdzpt7tymqdmt7i0mzu,121le8unjfzug3iu9pgkqa1c7,Lyon,Olympique Lyonnais,Lyon,OL,475344,yhfujfdzpt7tymqdmt7i0mzu,143,121le8unjfzug3iu9pgkqa1c7
Aboubakar Nagida,634263.0,2.0,90.0,0.0,0.1,-0.1,2.0,0.0,0.0,0.05,Aboubakar,Nagida,2005-06-28,21.2,150.0,18.0,Defender,Full Back,7y2h0upi10c3mp7u2oqn9kq38,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,15.0,230.619,10.0,191.52,1.0,0.0,0.0,0.0,15.375,19.152,4.0,2.0,9.0,1.0,3.0,16.0,7.0,43.75,1.0,0.0,0.0,,,,,,,,,,634263.0,90.0,2.0,1.0,1.0,2.63,0.0,0.054,0.054,0.0,0.0,Aboubakar,Nagida,2005-06-28,21.2,150.0,18.0,Defender,Full Back,7y2h0upi10c3mp7u2oqn9kq38,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,634263.0,90.0,2.0,38.0,26.0,68.42,9.0,7.0,77.78,3.0,2.0,66.67,0.0,0.0,0.0,Aboubakar,Nagida,2005-06-28,21.2,150.0,18.0,Defender,Full Back,7y2h0upi10c3mp7u2oqn9kq38,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,634263,7y2h0upi10c3mp7u2oqn9kq38,150,z1wbqtd0fz5t5eezjvrbld3h
Aboulaye Camara,750207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aboulaye,Camara,2008-02-10,18.58,1395.0,38.0,Midfielder,0,750207,bx0cdmzr2gwr70ez72dorx82p,OGC Nice Côte d'Azur,Nice,Nice,NIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,750207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aboulaye,Camara,2008-02-10,18.58,1395.0,38.0,Midfielder,0,750207,bx0cdmzr2gwr70ez72dorx82p,OGC Nice Côte d'Azur,Nice,Nice,NIC,750207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aboulaye,Camara,2008-02-10,18.58,1395.0,38.0,Midfielder,0,750207,bx0cdmzr2gwr70ez72dorx82p,OGC Nice Côte d'Azur,Nice,Nice,NIC,750207,750207,1395,bx0cdmzr2gwr70ez72dorx82p
Achraf Hakimi,223760.0,2.0,180.0,0.0,0.14,-0.14,3.0,0.0,0.0,0.05,Achraf,Hakimi,1998-11-04,27.85,149.0,2.0,Defender,Full Back,1vr896w03yky9kmu8x5tjkicp,2b3mar72yy8d6uvat1ka6tn3r,Paris Saint-Germain FC,Paris Saint-Germain,Paris SG,PSG,46.0,447.489,24.0,208.425,0.0,0.0,1.0,0.0,9.728,8.684,3.0,1.0,14.0,0.0,0.0,24.0,12.0,50.0,1.0,1.0,100.0,,,,,,,,,,223760.0,180.0,2.0,2.0,2.0,1.13,0.0,0.456,0.454,0.0,0.0,Achraf,Hakimi,1998-11-04,27.85,149.0,2.0,Defender,Full Back,1vr896w03yky9kmu8x5tjkicp,2b3mar72yy8d6uvat1ka6tn3r,Paris Saint-Germain FC,Paris Saint-Germain,Paris SG,PSG,223760.0,180.0,2.0,179.0,159.0,88.83,93.0,78.0,83.87,9.0,0.0,0.0,0.0,0.0,0.0,Achraf,Hakimi,1998-11-04,27.85,149.0,2.0,Defender,Full Back,1vr896w03yky9kmu8x5tjkicp,2b3mar72yy8d6uvat1ka6tn3r,Paris Saint-Germain FC,Paris Saint-Germain,Paris SG,PSG,223760,1vr896w03yky9kmu8x5tjkicp,149,2b3mar72yy8d6uvat1ka6tn3r
Adama Camara,624926.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adama,Camara,1996-10-18,29.9,2338.0,17.0,Midfielder,Defensive Midfielder,7l1uizt2vz2a70aarov383xm1,8v00fx2zwhiwm05tqqkt122p5,Paris FC,Paris FC,Paris FC,PAR,13.0,94.026,1.0,-6.615,0.0,0.0,0.0,0.0,7.233,-6.615,2.0,4.0,8.0,0.0,5.0,9.0,5.0,55.556,4.0,1.0,25.0,,,,,,,,,,624926.0,180.0,2.0,1.0,1.0,1.14,0.0,0.019,0.019,0.0,0.0,Adama,Camara,1996-10-18,29.9,2338.0,17.0,Midfielder,Defensive Midfielder,7l1uizt2vz2a70aarov383xm1,8v00fx2zwhiwm05tqqkt122p5,Paris FC,Paris FC,Paris FC,PAR,624926.0,180.0,2.0,88.0,76.0,86.36,14.0,11.0,78.57,1.0,0.0,0.0,0.0,0.0,0.0,Adama,Camara,1996-10-18,29.9,2338.0,17.0,Midfielder,Defensive Midfielder,7l1uizt2vz2a70aarov383xm1,8v00fx2zwhiwm05tqqkt122p5,Paris FC,Paris FC,Paris FC,PAR,624926,7l1uizt2vz2a70aarov383xm1,2338,8v00fx2zwhiwm05tqqkt122p5
Adil Bourabaa,729203.0,2.0,153.0,0.0,0.07,-0.07,3.0,0.0,0.0,0.02,Adil,Bourabaa,2004-11-30,21.77,920.0,11.0,Midfielder,Central Midfielder,7vw44wtfbj77tii550l3o7ndg,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans FC,Le Mans,Le Mans,LEM,16.0,199.581,6.0,67.095,0.0,0.0,2.0,1.0,12.474,11.182,2.0,5.0,7.0,0.0,2.0,21.0,8.0,38.095,2.0,2.0,100.0,,,,,,,,,,729203.0,153.0,2.0,4.0,4.0,6.52,0.0,0.118,0.118,1.0,1.0,Adil,Bourabaa,2004-11-30,21.77,920.0,11.0,Midfielder,Central Midfielder,7vw44wtfbj77tii550l3o7ndg,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans FC,Le Mans,Le Mans,LEM,729203.0,153.0,2.0,46.0,39.0,84.78,11.0,6.0,54.55,1.0,1.0,100.0,1.0,0.0,0.0,Adil,Bourabaa,2004-11-30,21.77,920.0,11.0,Midfielder,Central Midfielder,7vw44wtfbj77tii550l3o7ndg,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans FC,Le Mans,Le Mans,LEM,729203,7vw44wtfbj77tii550l3o7ndg,920,bj8hrmj01r3zit0x8r6qm2eu2
Adrien Monfray,149588.0,2.0,180.0,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,Adrien,Monfray,1990-12-20,35.73,154.0,6.0,Defender,0,9c649h97duf864wx0k6e3yn6d,3unkqo2g6ag99gd5ynz1j7vse,Espérance Sportive Troyes Aube Champagne,Troyes,Troyes,TRO,10.0,88.947,5.0,25.41,0.0,0.0,0.0,0.0,8.895,5.082,6.0,5.0,7.0,1.0,8.0,9.0,6.0,66.667,4.0,4.0,100.0,,,,,,,,,,149588.0,180.0,2.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,Adrien,Monfray,1990-12-20,35.73,154.0,6.0,Defender,0,9c649h97duf864wx0k6e3yn6d,3unkqo2g6ag99gd5ynz1j7vse,Espérance Sportive Troyes Aube Champagne,Troyes,Troyes,TRO,149588.0,180.0,2.0,129.0,115.0,89.15,26.0,22.0,84.62,0.0,0.0,0.0,0.0,0.0,0.0,Adrien,Monfray,1990-12-20,35.73,154.0,6.0,Defender,0,9c649h97duf864wx0k6e3yn6d,3unkqo2g6ag99gd5ynz1j7vse,Espérance Sportive Troyes Aube Champagne,Troyes,Troyes,TRO,149588,9c649h97duf864wx0k6e3yn6d,154,3unkqo2g6ag99gd5ynz1j7vse
Adrien Thomasson,115961.0,2.0,180.0,0.0,0.2,-0.2,1.0,0.0,0.0,0.2,Adrien,Thomasson,1993-12-10,32.75,150.0,28.0,Midfielder,0,c8u45gxriyq1rup5fpr30xrdh,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,25.0,233.767,12.0,97.545,0.0,0.0,2.0,2.0,9.351,8.129,3.0,1.0,12.0,1.0,1.0,20.0,8.0,40.0,8.0,6.0,75.0,,,,,,,,,,115961.0,180.0,2.0,5.0,3.0,1.09,40.0,0.22,0.107,2.0,2.0,Adrien,Thomasson,1993-12-10,32.75,150.0,28.0,Midfielder,0,c8u45gxriyq1rup5fpr30xrdh,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,115961.0,180.0,2.0,96.0,82.0,85.42,23.0,18.0,78.26,2.0,0.0,0.0,0.0,0.0,0.0,Adrien,Thomasson,1993-12-10,32.75,150.0,28.0,Midfielder,0,c8u45gxriyq1rup5fpr30xrdh,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,115961,c8u45gxriyq1rup5fpr30xrdh,150,z1wbqtd0fz5t5eezjvrbld3h
