player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid,opta_team_id,opta_team_uuid
Abdallah Sima,516211.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdallah,Sima,2001-06-17,25.21,142.0,19.0,Forward,Winger,36ylt0kjn7t0vajmelu4mbazu,3xedluek08t2ka7oypwuullcn,Racing Club de Lens,Lens,Lens,RCL,7.0,63.131,3.0,25.725,0.0,0.0,0.0,0.0,9.019,8.575,0.0,0.0,3.0,0.0,1.0,3.0,2.0,66.667,4.0,1.0,25.0,,,,,,,,,,516211.0,71.0,1.0,2.0,2.0,5.56,0.0,0.181,0.181,1.0,1.0,Abdallah,Sima,2001-06-17,25.21,142.0,19.0,Forward,Winger,36ylt0kjn7t0vajmelu4mbazu,3xedluek08t2ka7oypwuullcn,Racing Club de Lens,Lens,Lens,RCL,516211.0,71.0,1.0,20.0,12.0,60.0,12.0,6.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,Abdallah,Sima,2001-06-17,25.21,142.0,19.0,Forward,Winger,36ylt0kjn7t0vajmelu4mbazu,3xedluek08t2ka7oypwuullcn,Racing Club de Lens,Lens,Lens,RCL,516211,36ylt0kjn7t0vajmelu4mbazu,142,3xedluek08t2ka7oypwuullcn
Abdelhamid Aït Boudlal,619501.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdelhamid,Aït Boudlal,2006-04-16,20.38,150.0,48.0,Defender,Central Defender,85n9nt673fj0927h3lwthtus4,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,7.0,94.406,4.0,46.62,0.0,0.0,0.0,0.0,13.487,11.655,6.0,1.0,6.0,1.0,8.0,8.0,6.0,75.0,1.0,1.0,100.0,,,,,,,,,,619501.0,90.0,1.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,Abdelhamid,Aït Boudlal,2006-04-16,20.38,150.0,48.0,Defender,Central Defender,85n9nt673fj0927h3lwthtus4,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,619501.0,90.0,1.0,33.0,32.0,96.97,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdelhamid,Aït Boudlal,2006-04-16,20.38,150.0,48.0,Defender,Central Defender,85n9nt673fj0927h3lwthtus4,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,619501,85n9nt673fj0927h3lwthtus4,150,z1wbqtd0fz5t5eezjvrbld3h
Aboubakar Nagida,634263.0,1.0,78.0,0.0,0.1,-0.1,2.0,0.0,0.0,0.05,Aboubakar,Nagida,2005-06-28,21.18,150.0,18.0,Defender,Full Back,7y2h0upi10c3mp7u2oqn9kq38,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,9.0,145.562,6.0,131.985,1.0,0.0,0.0,0.0,16.174,21.998,4.0,2.0,7.0,1.0,3.0,15.0,6.0,40.0,1.0,0.0,0.0,,,,,,,,,,634263.0,78.0,1.0,1.0,1.0,3.7,0.0,0.048,0.048,0.0,0.0,Aboubakar,Nagida,2005-06-28,21.18,150.0,18.0,Defender,Full Back,7y2h0upi10c3mp7u2oqn9kq38,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,634263.0,78.0,1.0,27.0,18.0,66.67,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,Aboubakar,Nagida,2005-06-28,21.18,150.0,18.0,Defender,Full Back,7y2h0upi10c3mp7u2oqn9kq38,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,634263,7y2h0upi10c3mp7u2oqn9kq38,150,z1wbqtd0fz5t5eezjvrbld3h
Aboulaye Camara,750207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aboulaye,Camara,2008-02-10,18.56,1395.0,38.0,Midfielder,0,750207,bx0cdmzr2gwr70ez72dorx82p,OGC Nice Côte d'Azur,Nice,Nice,NIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,750207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aboulaye,Camara,2008-02-10,18.56,1395.0,38.0,Midfielder,0,750207,bx0cdmzr2gwr70ez72dorx82p,OGC Nice Côte d'Azur,Nice,Nice,NIC,750207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aboulaye,Camara,2008-02-10,18.56,1395.0,38.0,Midfielder,0,750207,bx0cdmzr2gwr70ez72dorx82p,OGC Nice Côte d'Azur,Nice,Nice,NIC,750207,750207,1395,bx0cdmzr2gwr70ez72dorx82p
Achraf Hakimi,223760.0,1.0,90.0,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,Achraf,Hakimi,1998-11-04,27.83,149.0,2.0,Defender,Full Back,1vr896w03yky9kmu8x5tjkicp,2b3mar72yy8d6uvat1ka6tn3r,Paris Saint-Germain FC,Paris Saint-Germain,Paris SG,PSG,32.0,308.82,15.0,134.82,0.0,0.0,1.0,0.0,9.651,8.988,2.0,1.0,8.0,0.0,0.0,19.0,9.0,47.368,1.0,1.0,100.0,,,,,,,,,,223760.0,90.0,1.0,1.0,1.0,1.18,0.0,0.135,0.134,0.0,0.0,Achraf,Hakimi,1998-11-04,27.83,149.0,2.0,Defender,Full Back,1vr896w03yky9kmu8x5tjkicp,2b3mar72yy8d6uvat1ka6tn3r,Paris Saint-Germain FC,Paris Saint-Germain,Paris SG,PSG,223760.0,90.0,1.0,86.0,74.0,86.05,45.0,36.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,Achraf,Hakimi,1998-11-04,27.83,149.0,2.0,Defender,Full Back,1vr896w03yky9kmu8x5tjkicp,2b3mar72yy8d6uvat1ka6tn3r,Paris Saint-Germain FC,Paris Saint-Germain,Paris SG,PSG,223760,1vr896w03yky9kmu8x5tjkicp,149,2b3mar72yy8d6uvat1ka6tn3r
Adama Camara,624926.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adama,Camara,1996-10-18,29.88,2338.0,17.0,Midfielder,Defensive Midfielder,7l1uizt2vz2a70aarov383xm1,8v00fx2zwhiwm05tqqkt122p5,Paris FC,Paris FC,Paris FC,PAR,8.0,48.864,1.0,8.295,0.0,0.0,0.0,0.0,6.108,8.295,2.0,3.0,5.0,0.0,4.0,8.0,5.0,62.5,3.0,1.0,33.333,,,,,,,,,,624926.0,90.0,1.0,1.0,1.0,1.92,0.0,0.008,0.008,0.0,0.0,Adama,Camara,1996-10-18,29.88,2338.0,17.0,Midfielder,Defensive Midfielder,7l1uizt2vz2a70aarov383xm1,8v00fx2zwhiwm05tqqkt122p5,Paris FC,Paris FC,Paris FC,PAR,624926.0,90.0,1.0,52.0,44.0,84.62,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,Adama,Camara,1996-10-18,29.88,2338.0,17.0,Midfielder,Defensive Midfielder,7l1uizt2vz2a70aarov383xm1,8v00fx2zwhiwm05tqqkt122p5,Paris FC,Paris FC,Paris FC,PAR,624926,7l1uizt2vz2a70aarov383xm1,2338,8v00fx2zwhiwm05tqqkt122p5
Adil Bourabaa,729203.0,1.0,72.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,Adil,Bourabaa,2004-11-30,21.75,920.0,11.0,Midfielder,Central Midfielder,7vw44wtfbj77tii550l3o7ndg,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans FC,Le Mans,Le Mans,LEM,7.0,103.489,4.0,69.615,0.0,0.0,1.0,1.0,14.784,17.404,2.0,2.0,4.0,0.0,0.0,10.0,3.0,30.0,1.0,1.0,100.0,,,,,,,,,,729203.0,72.0,1.0,3.0,3.0,6.9,0.0,0.111,0.111,1.0,1.0,Adil,Bourabaa,2004-11-30,21.75,920.0,11.0,Midfielder,Central Midfielder,7vw44wtfbj77tii550l3o7ndg,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans FC,Le Mans,Le Mans,LEM,729203.0,72.0,1.0,29.0,22.0,75.86,10.0,5.0,50.0,1.0,1.0,100.0,1.0,0.0,0.0,Adil,Bourabaa,2004-11-30,21.75,920.0,11.0,Midfielder,Central Midfielder,7vw44wtfbj77tii550l3o7ndg,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans FC,Le Mans,Le Mans,LEM,729203,7vw44wtfbj77tii550l3o7ndg,920,bj8hrmj01r3zit0x8r6qm2eu2
Adrien Monfray,149588.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adrien,Monfray,1990-12-20,35.71,154.0,6.0,Defender,0,9c649h97duf864wx0k6e3yn6d,3unkqo2g6ag99gd5ynz1j7vse,Espérance Sportive Troyes Aube Champagne,Troyes,Troyes,TRO,6.0,45.347,4.0,21.42,0.0,0.0,0.0,0.0,7.558,5.355,1.0,2.0,3.0,1.0,4.0,3.0,1.0,33.333,2.0,2.0,100.0,,,,,,,,,,149588.0,90.0,1.0,0.0,0.0,0.0,0.0,0.026,0.026,0.0,0.0,Adrien,Monfray,1990-12-20,35.71,154.0,6.0,Defender,0,9c649h97duf864wx0k6e3yn6d,3unkqo2g6ag99gd5ynz1j7vse,Espérance Sportive Troyes Aube Champagne,Troyes,Troyes,TRO,149588.0,90.0,1.0,79.0,73.0,92.41,18.0,16.0,88.89,0.0,0.0,0.0,0.0,0.0,0.0,Adrien,Monfray,1990-12-20,35.71,154.0,6.0,Defender,0,9c649h97duf864wx0k6e3yn6d,3unkqo2g6ag99gd5ynz1j7vse,Espérance Sportive Troyes Aube Champagne,Troyes,Troyes,TRO,149588,9c649h97duf864wx0k6e3yn6d,154,3unkqo2g6ag99gd5ynz1j7vse
Adrien Thomasson,115961.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adrien,Thomasson,1993-12-10,32.73,150.0,28.0,Midfielder,0,c8u45gxriyq1rup5fpr30xrdh,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,6.0,52.53,4.0,31.395,0.0,0.0,1.0,1.0,8.755,7.849,2.0,1.0,5.0,1.0,1.0,11.0,4.0,36.364,1.0,1.0,100.0,,,,,,,,,,115961.0,90.0,1.0,1.0,1.0,0.0,0.0,0.021,0.021,1.0,1.0,Adrien,Thomasson,1993-12-10,32.73,150.0,28.0,Midfielder,0,c8u45gxriyq1rup5fpr30xrdh,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,115961.0,90.0,1.0,39.0,33.0,84.62,6.0,5.0,83.33,1.0,0.0,0.0,0.0,0.0,0.0,Adrien,Thomasson,1993-12-10,32.73,150.0,28.0,Midfielder,0,c8u45gxriyq1rup5fpr30xrdh,z1wbqtd0fz5t5eezjvrbld3h,Stade Rennais FC,Rennes,Rennes,REN,115961,c8u45gxriyq1rup5fpr30xrdh,150,z1wbqtd0fz5t5eezjvrbld3h
Aiyegun Tosin,250182.0,1.0,20.0,0.0,0.37,-0.37,1.0,0.0,0.0,0.37,Oluwatosin,Aiyegun,1998-06-26,28.19,694.0,15.0,Forward,Striker,92x4ssmd4sq2upjn0dyws5wq1,70nn27vgkt6l48lvv5e66q7ww,FC Lorient,Lorient,Lorient,FCL,3.0,26.725,1.0,11.445,0.0,0.0,0.0,0.0,8.908,11.445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,250182.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oluwatosin,Aiyegun,1998-06-26,28.19,694.0,15.0,Forward,Striker,92x4ssmd4sq2upjn0dyws5wq1,70nn27vgkt6l48lvv5e66q7ww,FC Lorient,Lorient,Lorient,FCL,250182.0,20.0,1.0,3.0,2.0,66.67,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Oluwatosin,Aiyegun,1998-06-26,28.19,694.0,15.0,Forward,Striker,92x4ssmd4sq2upjn0dyws5wq1,70nn27vgkt6l48lvv5e66q7ww,FC Lorient,Lorient,Lorient,FCL,250182,92x4ssmd4sq2upjn0dyws5wq1,694,70nn27vgkt6l48lvv5e66q7ww
