player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid,opta_team_id,opta_team_uuid
Abdoul Koné,657512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdoul,Koné,2005-04-22,21.42,6339.0,2.0,Defender,Central Defender,657512,9gefq4dz9b2hl8rqrxwrlrzmp,RasenBallsport Leipzig,RB Leipzig,Leipzig,RBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,657512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdoul,Koné,2005-04-22,21.42,6339.0,2.0,Defender,Central Defender,657512,9gefq4dz9b2hl8rqrxwrlrzmp,RasenBallsport Leipzig,RB Leipzig,Leipzig,RBL,657512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdoul,Koné,2005-04-22,21.42,6339.0,2.0,Defender,Central Defender,657512,9gefq4dz9b2hl8rqrxwrlrzmp,RasenBallsport Leipzig,RB Leipzig,Leipzig,RBL,657512,657512,6339,9gefq4dz9b2hl8rqrxwrlrzmp
Adam Daghim,575415.0,3.0,267.0,1.0,0.15,0.85,5.0,3.0,20.0,0.03,Adam,Daghim,2005-09-28,20.99,1902.0,14.0,Forward,Winger,17iz3i6kzdxc115bdlgcgqdck,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,24.0,291.982,18.0,191.31,0.0,0.0,2.0,0.0,12.166,10.628,6.0,4.0,9.0,0.0,1.0,27.0,9.0,33.333,5.0,4.0,80.0,,,,,,,,,,575415.0,267.0,3.0,7.0,7.0,6.49,0.0,0.648,0.648,2.0,2.0,Adam,Daghim,2005-09-28,20.99,1902.0,14.0,Forward,Winger,17iz3i6kzdxc115bdlgcgqdck,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,575415.0,267.0,3.0,77.0,53.0,68.83,44.0,29.0,65.91,12.0,3.0,25.0,3.0,2.0,66.67,Adam,Daghim,2005-09-28,20.99,1902.0,14.0,Forward,Winger,17iz3i6kzdxc115bdlgcgqdck,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,575415,17iz3i6kzdxc115bdlgcgqdck,1902,4l9mrqzmajz5crzlz50mtbt6x
Adam Hlozek,467008.0,3.0,208.0,2.0,1.75,0.25,11.0,4.0,18.18,0.16,Adam,Hlozek,2002-07-25,24.17,1902.0,10.0,Forward,Second Striker,e4vr28e9cbq3q5nux1jlpuuei,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,19.0,247.451,11.0,184.38,4.0,1.0,0.0,0.0,13.024,16.762,2.0,1.0,10.0,0.0,2.0,16.0,5.0,31.25,11.0,3.0,27.273,,,,,,,,,,467008.0,208.0,3.0,1.0,1.0,2.0,0.0,0.131,0.131,0.0,0.0,Adam,Hlozek,2002-07-25,24.17,1902.0,10.0,Forward,Second Striker,e4vr28e9cbq3q5nux1jlpuuei,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,467008.0,208.0,3.0,51.0,41.0,80.39,25.0,19.0,76.0,2.0,0.0,0.0,1.0,0.0,0.0,Adam,Hlozek,2002-07-25,24.17,1902.0,10.0,Forward,Second Striker,e4vr28e9cbq3q5nux1jlpuuei,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,467008,e4vr28e9cbq3q5nux1jlpuuei,1902,4l9mrqzmajz5crzlz50mtbt6x
Adil Aouchiche,465676.0,3.0,259.0,1.0,1.09,-0.09,8.0,5.0,12.5,0.14,Adil,Aouchiche,2002-07-15,24.19,167.0,24.0,Midfielder,0,2qkesslfmzmgt7igvgosixg8a,cz4a6wmzx2obyisadhgaccx7b,FC Schalke 04,Schalke 04,Schalke 04,S04,28.0,303.631,16.0,183.33,3.0,0.0,2.0,0.0,10.844,11.458,2.0,5.0,11.0,0.0,5.0,14.0,4.0,28.571,7.0,3.0,42.857,,,,,,,,,,465676.0,259.0,3.0,6.0,4.0,6.35,33.33,0.892,0.792,0.0,0.0,Adil,Aouchiche,2002-07-15,24.19,167.0,24.0,Midfielder,0,2qkesslfmzmgt7igvgosixg8a,cz4a6wmzx2obyisadhgaccx7b,FC Schalke 04,Schalke 04,Schalke 04,S04,465676.0,259.0,3.0,66.0,50.0,75.76,30.0,21.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,Adil,Aouchiche,2002-07-15,24.19,167.0,24.0,Midfielder,0,2qkesslfmzmgt7igvgosixg8a,cz4a6wmzx2obyisadhgaccx7b,FC Schalke 04,Schalke 04,Schalke 04,S04,465676,2qkesslfmzmgt7igvgosixg8a,167,cz4a6wmzx2obyisadhgaccx7b
Afonso Moreira,551191.0,3.0,250.0,0.0,0.7,-0.7,7.0,3.0,0.0,0.1,Afonso,Bastardo Moreira,2005-03-19,21.52,164.0,9.0,Forward,Winger,4hhwub45239nculr9sowalr10,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,37.0,489.523,21.0,294.945,3.0,0.0,1.0,0.0,13.23,14.045,3.0,0.0,5.0,0.0,5.0,23.0,13.0,56.522,6.0,0.0,0.0,,,,,,,,,,551191.0,250.0,3.0,2.0,2.0,2.67,0.0,0.342,0.342,0.0,0.0,Afonso,Bastardo Moreira,2005-03-19,21.52,164.0,9.0,Forward,Winger,4hhwub45239nculr9sowalr10,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,551191.0,250.0,3.0,75.0,62.0,82.67,37.0,30.0,81.08,8.0,1.0,12.5,0.0,0.0,0.0,Afonso,Bastardo Moreira,2005-03-19,21.52,164.0,9.0,Forward,Winger,4hhwub45239nculr9sowalr10,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,551191,4hhwub45239nculr9sowalr10,164,7ad69ngbpjuyzv96drf8d9sn2
Albert Grønbæk,494779.0,3.0,270.0,0.0,0.1,-0.1,3.0,2.0,0.0,0.03,Albert,Grønbæk,2001-05-23,25.34,161.0,11.0,Midfielder,Attacking Midfielder,biuovem90utcyzda58nixtaay,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,40.0,476.808,21.0,289.275,1.0,0.0,2.0,0.0,11.92,13.775,7.0,1.0,11.0,0.0,0.0,34.0,19.0,55.882,1.0,0.0,0.0,,,,,,,,,,494779.0,270.0,3.0,3.0,3.0,3.53,0.0,0.396,0.387,0.0,0.0,Albert,Grønbæk,2001-05-23,25.34,161.0,11.0,Midfielder,Attacking Midfielder,biuovem90utcyzda58nixtaay,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,494779.0,270.0,3.0,101.0,77.0,76.24,28.0,17.0,60.71,4.0,2.0,50.0,0.0,0.0,0.0,Albert,Grønbæk,2001-05-23,25.34,161.0,11.0,Midfielder,Attacking Midfielder,biuovem90utcyzda58nixtaay,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,494779,biuovem90utcyzda58nixtaay,161,75xi6hloabmnjn2kzgj1g8h1s
Albert Sambi Lokonga,437742.0,2.0,168.0,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,Albert,Sambi Lokonga,1999-10-22,26.93,161.0,6.0,Midfielder,Central Midfielder,375gnysvjk9bvq02ex1lkmynd,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,29.0,279.254,9.0,60.48,0.0,0.0,1.0,0.0,9.629,6.72,3.0,0.0,8.0,1.0,1.0,13.0,8.0,61.538,0.0,0.0,0.0,,,,,,,,,,437742.0,168.0,2.0,2.0,2.0,2.11,0.0,0.256,0.255,0.0,0.0,Albert,Sambi Lokonga,1999-10-22,26.93,161.0,6.0,Midfielder,Central Midfielder,375gnysvjk9bvq02ex1lkmynd,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,437742.0,168.0,2.0,100.0,88.0,88.0,20.0,18.0,90.0,1.0,1.0,100.0,0.0,0.0,0.0,Albert,Sambi Lokonga,1999-10-22,26.93,161.0,6.0,Midfielder,Central Midfielder,375gnysvjk9bvq02ex1lkmynd,75xi6hloabmnjn2kzgj1g8h1s,Hamburger SV,Hamburger SV,Hamburg,HSV,437742,375gnysvjk9bvq02ex1lkmynd,161,75xi6hloabmnjn2kzgj1g8h1s
Albian Hajdari,514116.0,3.0,267.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,Albian,Hajdari,2003-05-18,23.35,1902.0,21.0,Defender,Central Defender,4z9prwdr22kb7vpemekkzqooa,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,30.0,291.492,20.0,189.42,1.0,0.0,0.0,0.0,9.716,9.471,2.0,5.0,15.0,3.0,11.0,14.0,5.0,35.714,10.0,6.0,60.0,,,,,,,,,,514116.0,267.0,3.0,0.0,0.0,0.0,0.0,0.237,0.236,0.0,0.0,Albian,Hajdari,2003-05-18,23.35,1902.0,21.0,Defender,Central Defender,4z9prwdr22kb7vpemekkzqooa,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,514116.0,267.0,3.0,172.0,144.0,83.72,44.0,28.0,63.64,2.0,0.0,0.0,0.0,0.0,0.0,Albian,Hajdari,2003-05-18,23.35,1902.0,21.0,Defender,Central Defender,4z9prwdr22kb7vpemekkzqooa,4l9mrqzmajz5crzlz50mtbt6x,TSG 1899 Hoffenheim,Hoffenheim,Hoffenheim,TSG,514116,4z9prwdr22kb7vpemekkzqooa,1902,4l9mrqzmajz5crzlz50mtbt6x
Aleix García,178871.0,3.0,270.0,0.0,0.15,-0.15,4.0,2.0,0.0,0.04,Aleix,García,1997-06-28,29.24,164.0,24.0,Midfielder,Central Midfielder,2udtmz4lvh4vil16mxvo0j4l,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,63.0,643.229,28.0,217.245,0.0,0.0,1.0,0.0,10.21,7.759,5.0,3.0,15.0,0.0,2.0,10.0,7.0,70.0,2.0,1.0,50.0,,,,,,,,,,178871.0,270.0,3.0,12.0,5.0,1.69,58.33,0.906,0.362,0.0,0.0,Aleix,García,1997-06-28,29.24,164.0,24.0,Midfielder,Central Midfielder,2udtmz4lvh4vil16mxvo0j4l,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,178871.0,270.0,3.0,305.0,283.0,92.79,90.0,80.0,88.89,5.0,0.0,0.0,0.0,0.0,0.0,Aleix,García,1997-06-28,29.24,164.0,24.0,Midfielder,Central Midfielder,2udtmz4lvh4vil16mxvo0j4l,7ad69ngbpjuyzv96drf8d9sn2,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04,B04,178871,2udtmz4lvh4vil16mxvo0j4l,164,7ad69ngbpjuyzv96drf8d9sn2
Aleksandar Pavlovic,515675.0,3.0,248.0,1.0,1.18,-0.18,6.0,2.0,16.67,0.2,Aleksandar,Pavlovic,2004-05-03,22.39,156.0,45.0,Midfielder,Defensive Midfielder,9u0jnvttp25l5bp2pvx7pces,apoawtpvac4zqlancmvw4nk4o,FC Bayern München,Bayern München,FC Bayern,FCB,81.0,811.873,23.0,236.565,0.0,0.0,0.0,0.0,10.023,10.285,3.0,3.0,16.0,0.0,2.0,18.0,8.0,44.444,6.0,5.0,83.333,,,,,,,,,,515675.0,248.0,3.0,7.0,7.0,2.06,0.0,0.706,0.704,1.0,1.0,Aleksandar,Pavlovic,2004-05-03,22.39,156.0,45.0,Midfielder,Defensive Midfielder,9u0jnvttp25l5bp2pvx7pces,apoawtpvac4zqlancmvw4nk4o,FC Bayern München,Bayern München,FC Bayern,FCB,515675.0,248.0,3.0,294.0,266.0,90.48,112.0,101.0,90.18,1.0,0.0,0.0,4.0,1.0,25.0,Aleksandar,Pavlovic,2004-05-03,22.39,156.0,45.0,Midfielder,Defensive Midfielder,9u0jnvttp25l5bp2pvx7pces,apoawtpvac4zqlancmvw4nk4o,FC Bayern München,Bayern München,FC Bayern,FCB,515675,9u0jnvttp25l5bp2pvx7pces,156,apoawtpvac4zqlancmvw4nk4o
