player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid,opta_team_id,opta_team_uuid
Aaron Hickey,472713.0,4.0,132.0,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,Aaron,Hickey,2002-06-10,24.29,94.0,2.0,Defender,Full Back,9xfrrmf19uv4i69ge0kg1hh7u,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,10.0,119.697,7.0,90.195,1.0,0.0,0.0,0.0,11.97,12.885,4.0,2.0,8.0,0.0,7.0,13.0,10.0,76.923,6.0,2.0,33.333,,,,,,,,,,472713.0,132.0,4.0,0.0,0.0,0.0,0.0,0.051,0.05,0.0,0.0,Aaron,Hickey,2002-06-10,24.29,94.0,2.0,Defender,Full Back,9xfrrmf19uv4i69ge0kg1hh7u,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,472713.0,132.0,4.0,46.0,38.0,82.61,18.0,13.0,72.22,3.0,1.0,33.33,0.0,0.0,0.0,Aaron,Hickey,2002-06-10,24.29,94.0,2.0,Defender,Full Back,9xfrrmf19uv4i69ge0kg1hh7u,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,472713,9xfrrmf19uv4i69ge0kg1hh7u,94,7yx5dqhhphyvfisohikodajhv
Aaron Wan-Bissaka,214590.0,3.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron,Wan-Bissaka,1997-11-26,28.83,7.0,29.0,Defender,Full Back,e1t5rgvs2hwnldts6vn8agzc9,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,11.0,124.394,6.0,50.085,0.0,0.0,0.0,0.0,11.309,8.348,7.0,3.0,1.0,0.0,5.0,10.0,9.0,90.0,1.0,0.0,0.0,,,,,,,,,,214590.0,107.0,3.0,1.0,1.0,1.59,0.0,0.065,0.065,0.0,0.0,Aaron,Wan-Bissaka,1997-11-26,28.83,7.0,29.0,Defender,Full Back,e1t5rgvs2hwnldts6vn8agzc9,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,214590.0,107.0,3.0,65.0,57.0,87.69,24.0,17.0,70.83,1.0,0.0,0.0,0.0,0.0,0.0,Aaron,Wan-Bissaka,1997-11-26,28.83,7.0,29.0,Defender,Full Back,e1t5rgvs2hwnldts6vn8agzc9,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,214590,e1t5rgvs2hwnldts6vn8agzc9,7,b496gs285it6bheuikox6z9mj
Abdoul Ouattara,572584.0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdoul,Ouattara,2005-10-22,20.92,40.0,42.0,Defender,Full Back,1gfomo3mo11cttdhprm1jtp0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,9.0,104.164,4.0,55.02,0.0,0.0,1.0,0.0,11.574,13.755,1.0,0.0,4.0,0.0,2.0,2.0,1.0,50.0,1.0,0.0,0.0,,,,,,,,,,572584.0,41.0,4.0,2.0,2.0,4.65,0.0,0.02,0.019,0.0,0.0,Abdoul,Ouattara,2005-10-22,20.92,40.0,42.0,Defender,Full Back,1gfomo3mo11cttdhprm1jtp0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,572584.0,41.0,4.0,43.0,41.0,95.35,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdoul,Ouattara,2005-10-22,20.92,40.0,42.0,Defender,Full Back,1gfomo3mo11cttdhprm1jtp0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,572584,1gfomo3mo11cttdhprm1jtp0,40,8b523ujgl21tbc01me65q0aoh
Abdukodir Khusanov,578153.0,3.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdukodir,Khusanov,2004-02-29,22.57,43.0,45.0,Defender,Central Defender,d7ofv9d9sbp263uo76cm2qxhw,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,35.0,367.2,17.0,177.975,0.0,0.0,0.0,0.0,10.491,10.469,8.0,4.0,13.0,1.0,4.0,14.0,10.0,71.429,5.0,5.0,100.0,,,,,,,,,,578153.0,269.0,3.0,0.0,0.0,0.0,0.0,0.059,0.059,0.0,0.0,Abdukodir,Khusanov,2004-02-29,22.57,43.0,45.0,Defender,Central Defender,d7ofv9d9sbp263uo76cm2qxhw,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,578153.0,269.0,3.0,257.0,244.0,94.94,38.0,31.0,81.58,2.0,0.0,0.0,0.0,0.0,0.0,Abdukodir,Khusanov,2004-02-29,22.57,43.0,45.0,Defender,Central Defender,d7ofv9d9sbp263uo76cm2qxhw,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,578153,d7ofv9d9sbp263uo76cm2qxhw,43,a3nyxabgsqlnqfkeg41m6tnpp
Abdul Fatawu,531442.0,4.0,290.0,0.0,0.03,-0.03,2.0,0.0,0.0,0.02,Abdul Fatawu,Issahaku,2004-03-08,22.55,40.0,7.0,Forward,Winger,6cx5c6bzp1hq6c1vui53mxzx0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,50.0,630.68,30.0,415.8,2.0,0.0,4.0,1.0,12.614,13.86,9.0,3.0,9.0,0.0,3.0,54.0,25.0,46.296,6.0,3.0,50.0,,,,,,,,,,531442.0,290.0,4.0,7.0,6.0,8.62,14.29,0.826,0.723,1.0,1.0,Abdul Fatawu,Issahaku,2004-03-08,22.55,40.0,7.0,Forward,Winger,6cx5c6bzp1hq6c1vui53mxzx0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,531442.0,290.0,4.0,60.0,41.0,68.33,22.0,14.0,63.64,16.0,6.0,37.5,1.0,0.0,0.0,Abdul Fatawu,Issahaku,2004-03-08,22.55,40.0,7.0,Forward,Winger,6cx5c6bzp1hq6c1vui53mxzx0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,531442,6cx5c6bzp1hq6c1vui53mxzx0,40,8b523ujgl21tbc01me65q0aoh
Adam Smith,54469.0,4.0,360.0,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,Adam,Smith,1991-04-29,35.41,91.0,15.0,Defender,Full Back,80bmtj7l07ohb2h475w955n9,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,18.0,181.431,9.0,70.245,0.0,0.0,1.0,0.0,10.08,7.805,5.0,4.0,13.0,0.0,12.0,22.0,12.0,54.545,10.0,6.0,60.0,,,,,,,,,,54469.0,360.0,4.0,3.0,3.0,2.78,0.0,0.084,0.083,0.0,0.0,Adam,Smith,1991-04-29,35.41,91.0,15.0,Defender,Full Back,80bmtj7l07ohb2h475w955n9,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,54469.0,360.0,4.0,110.0,86.0,78.18,34.0,20.0,58.82,4.0,2.0,50.0,0.0,0.0,0.0,Adam,Smith,1991-04-29,35.41,91.0,15.0,Defender,Full Back,80bmtj7l07ohb2h475w955n9,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,54469,80bmtj7l07ohb2h475w955n9,91,1pse9ta7a45pi2w2grjim70ge
Adam Wharton,496221.0,4.0,347.0,0.0,0.08,-0.08,1.0,0.0,0.0,0.08,Adam,Wharton,2004-02-06,22.63,31.0,20.0,Midfielder,Central Midfielder,asq9gj1a93bltsfd61i6xvqsq,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,40.0,391.129,20.0,205.695,0.0,0.0,0.0,0.0,9.778,10.285,8.0,4.0,14.0,1.0,7.0,26.0,17.0,65.385,2.0,1.0,50.0,,,,,,,,,,496221.0,347.0,4.0,5.0,5.0,3.33,0.0,0.356,0.356,0.0,0.0,Adam,Wharton,2004-02-06,22.63,31.0,20.0,Midfielder,Central Midfielder,asq9gj1a93bltsfd61i6xvqsq,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,496221.0,347.0,4.0,156.0,121.0,77.56,56.0,37.0,66.07,1.0,1.0,100.0,1.0,1.0,100.0,Adam,Wharton,2004-02-06,22.63,31.0,20.0,Midfielder,Central Midfielder,asq9gj1a93bltsfd61i6xvqsq,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,496221,asq9gj1a93bltsfd61i6xvqsq,31,1c8m2ko0wxq1asfkuykurdr0y
Adrien Truffert,494521.0,4.0,360.0,0.0,0.09,-0.09,3.0,2.0,0.0,0.03,Adrien,Truffert,2001-11-20,24.84,91.0,3.0,Defender,Full Back,92qqdiryqd8juqdjq8585476y,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,45.0,517.11,29.0,346.29,2.0,0.0,2.0,0.0,11.491,11.941,15.0,7.0,21.0,1.0,14.0,39.0,21.0,53.846,9.0,3.0,33.333,,,,,,,,,,494521.0,360.0,4.0,4.0,4.0,2.76,0.0,0.241,0.229,0.0,0.0,Adrien,Truffert,2001-11-20,24.84,91.0,3.0,Defender,Full Back,92qqdiryqd8juqdjq8585476y,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,494521.0,360.0,4.0,147.0,130.0,88.44,43.0,35.0,81.4,11.0,1.0,9.09,0.0,0.0,0.0,Adrien,Truffert,2001-11-20,24.84,91.0,3.0,Defender,Full Back,92qqdiryqd8juqdjq8585476y,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,494521,92qqdiryqd8juqdjq8585476y,91,1pse9ta7a45pi2w2grjim70ge
Ainsley Maitland-Niles,154043.0,2.0,88.0,1.0,0.05,0.95,2.0,1.0,50.0,0.03,Ainsley,Maitland-Niles,1997-08-29,29.07,11.0,2.0,Midfielder,Wing Back,dzsd79k6345s9105mb2r4fqol,ehd2iemqmschhj2ec0vayztzz,Everton FC,Everton,Everton,EVE,9.0,98.559,8.0,87.885,0.0,0.0,0.0,0.0,10.951,10.986,2.0,1.0,4.0,0.0,2.0,5.0,3.0,60.0,2.0,0.0,0.0,,,,,,,,,,154043.0,88.0,2.0,1.0,1.0,3.03,0.0,0.142,0.142,0.0,0.0,Ainsley,Maitland-Niles,1997-08-29,29.07,11.0,2.0,Midfielder,Wing Back,dzsd79k6345s9105mb2r4fqol,ehd2iemqmschhj2ec0vayztzz,Everton FC,Everton,Everton,EVE,154043.0,88.0,2.0,33.0,29.0,87.88,11.0,8.0,72.73,2.0,0.0,0.0,0.0,0.0,0.0,Ainsley,Maitland-Niles,1997-08-29,29.07,11.0,2.0,Midfielder,Wing Back,dzsd79k6345s9105mb2r4fqol,ehd2iemqmschhj2ec0vayztzz,Everton FC,Everton,Everton,EVE,154043,dzsd79k6345s9105mb2r4fqol,11,ehd2iemqmschhj2ec0vayztzz
Aladji Bamba,632794.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aladji,Bamba,2006-07-14,20.19,4.0,8.0,Midfielder,0,srzdmbirhvpjuok4mf7lj5zo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,2.0,10.845,0.0,-4.83,0.0,0.0,0.0,0.0,5.422,0.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,40.0,2.0,1.0,50.0,,,,,,,,,,632794.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aladji,Bamba,2006-07-14,20.19,4.0,8.0,Midfielder,0,srzdmbirhvpjuok4mf7lj5zo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,632794.0,24.0,2.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aladji,Bamba,2006-07-14,20.19,4.0,8.0,Midfielder,0,srzdmbirhvpjuok4mf7lj5zo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,632794,srzdmbirhvpjuok4mf7lj5zo,4,7vn2i2kd35zuetw6b38gw9jsz
