player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid,opta_team_id,opta_team_uuid
Aaron Hickey,472713.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron,Hickey,2002-06-10,24.27,94.0,2.0,Defender,Full Back,9xfrrmf19uv4i69ge0kg1hh7u,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,2.0,29.959,2.0,28.98,0.0,0.0,0.0,0.0,14.98,14.49,2.0,2.0,4.0,0.0,2.0,5.0,3.0,60.0,4.0,1.0,25.0,,,,,,,,,,472713.0,61.0,3.0,0.0,0.0,0.0,0.0,0.026,0.025,0.0,0.0,Aaron,Hickey,2002-06-10,24.27,94.0,2.0,Defender,Full Back,9xfrrmf19uv4i69ge0kg1hh7u,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,472713.0,61.0,3.0,24.0,19.0,79.17,8.0,5.0,62.5,2.0,1.0,50.0,0.0,0.0,0.0,Aaron,Hickey,2002-06-10,24.27,94.0,2.0,Defender,Full Back,9xfrrmf19uv4i69ge0kg1hh7u,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,472713,9xfrrmf19uv4i69ge0kg1hh7u,94,7yx5dqhhphyvfisohikodajhv
Aaron Wan-Bissaka,214590.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron,Wan-Bissaka,1997-11-26,28.81,7.0,29.0,Defender,Full Back,e1t5rgvs2hwnldts6vn8agzc9,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,2.0,15.678,1.0,3.045,0.0,0.0,0.0,0.0,7.839,3.045,2.0,0.0,0.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,,,,,,,,,,214590.0,17.0,2.0,0.0,0.0,0.0,0.0,0.007,0.007,0.0,0.0,Aaron,Wan-Bissaka,1997-11-26,28.81,7.0,29.0,Defender,Full Back,e1t5rgvs2hwnldts6vn8agzc9,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,214590.0,17.0,2.0,17.0,16.0,94.12,7.0,6.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,Aaron,Wan-Bissaka,1997-11-26,28.81,7.0,29.0,Defender,Full Back,e1t5rgvs2hwnldts6vn8agzc9,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,214590,e1t5rgvs2hwnldts6vn8agzc9,7,b496gs285it6bheuikox6z9mj
Abdoul Ouattara,572584.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdoul,Ouattara,2005-10-22,20.9,40.0,42.0,Defender,Full Back,1gfomo3mo11cttdhprm1jtp0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,8.0,98.593,4.0,50.505,0.0,0.0,1.0,0.0,12.324,12.626,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,572584.0,39.0,3.0,2.0,2.0,5.13,0.0,0.019,0.019,0.0,0.0,Abdoul,Ouattara,2005-10-22,20.9,40.0,42.0,Defender,Full Back,1gfomo3mo11cttdhprm1jtp0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,572584.0,39.0,3.0,39.0,38.0,97.44,8.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdoul,Ouattara,2005-10-22,20.9,40.0,42.0,Defender,Full Back,1gfomo3mo11cttdhprm1jtp0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,572584,1gfomo3mo11cttdhprm1jtp0,40,8b523ujgl21tbc01me65q0aoh
Abdukodir Khusanov,578153.0,3.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdukodir,Khusanov,2004-02-29,22.55,43.0,45.0,Defender,Central Defender,d7ofv9d9sbp263uo76cm2qxhw,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,35.0,367.2,17.0,177.975,0.0,0.0,0.0,0.0,10.491,10.469,8.0,4.0,13.0,1.0,4.0,14.0,10.0,71.429,5.0,5.0,100.0,,,,,,,,,,578153.0,269.0,3.0,0.0,0.0,0.0,0.0,0.059,0.059,0.0,0.0,Abdukodir,Khusanov,2004-02-29,22.55,43.0,45.0,Defender,Central Defender,d7ofv9d9sbp263uo76cm2qxhw,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,578153.0,269.0,3.0,257.0,244.0,94.94,38.0,31.0,81.58,2.0,0.0,0.0,0.0,0.0,0.0,Abdukodir,Khusanov,2004-02-29,22.55,43.0,45.0,Defender,Central Defender,d7ofv9d9sbp263uo76cm2qxhw,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,578153,d7ofv9d9sbp263uo76cm2qxhw,43,a3nyxabgsqlnqfkeg41m6tnpp
Abdul Fatawu,531442.0,3.0,228.0,0.0,0.03,-0.03,2.0,0.0,0.0,0.02,Abdul Fatawu,Issahaku,2004-03-08,22.53,40.0,7.0,Forward,Winger,6cx5c6bzp1hq6c1vui53mxzx0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,39.0,466.53,22.0,286.125,2.0,0.0,4.0,1.0,11.962,13.006,7.0,2.0,6.0,0.0,2.0,40.0,19.0,47.5,4.0,2.0,50.0,,,,,,,,,,531442.0,228.0,3.0,7.0,6.0,12.82,14.29,0.775,0.706,1.0,1.0,Abdul Fatawu,Issahaku,2004-03-08,22.53,40.0,7.0,Forward,Winger,6cx5c6bzp1hq6c1vui53mxzx0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,531442.0,228.0,3.0,41.0,25.0,60.98,14.0,7.0,50.0,11.0,5.0,45.45,1.0,0.0,0.0,Abdul Fatawu,Issahaku,2004-03-08,22.53,40.0,7.0,Forward,Winger,6cx5c6bzp1hq6c1vui53mxzx0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,531442,6cx5c6bzp1hq6c1vui53mxzx0,40,8b523ujgl21tbc01me65q0aoh
Adam Smith,54469.0,3.0,270.0,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,Adam,Smith,1991-04-29,35.39,91.0,15.0,Defender,Full Back,80bmtj7l07ohb2h475w955n9,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,8.0,76.346,2.0,-4.515,0.0,0.0,1.0,0.0,9.543,-2.258,4.0,4.0,9.0,0.0,7.0,17.0,9.0,52.941,4.0,2.0,50.0,,,,,,,,,,54469.0,270.0,3.0,3.0,3.0,4.29,0.0,0.071,0.07,0.0,0.0,Adam,Smith,1991-04-29,35.39,91.0,15.0,Defender,Full Back,80bmtj7l07ohb2h475w955n9,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,54469.0,270.0,3.0,71.0,56.0,78.87,21.0,12.0,57.14,3.0,2.0,66.67,0.0,0.0,0.0,Adam,Smith,1991-04-29,35.39,91.0,15.0,Defender,Full Back,80bmtj7l07ohb2h475w955n9,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,54469,80bmtj7l07ohb2h475w955n9,91,1pse9ta7a45pi2w2grjim70ge
Adam Wharton,496221.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adam,Wharton,2004-02-06,22.61,31.0,20.0,Midfielder,Central Midfielder,asq9gj1a93bltsfd61i6xvqsq,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,36.0,348.403,18.0,185.43,0.0,0.0,0.0,0.0,9.678,10.302,7.0,4.0,11.0,1.0,6.0,22.0,14.0,63.636,1.0,1.0,100.0,,,,,,,,,,496221.0,270.0,3.0,4.0,4.0,3.28,0.0,0.317,0.317,0.0,0.0,Adam,Wharton,2004-02-06,22.61,31.0,20.0,Midfielder,Central Midfielder,asq9gj1a93bltsfd61i6xvqsq,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,496221.0,270.0,3.0,124.0,96.0,77.42,44.0,29.0,65.91,1.0,1.0,100.0,1.0,1.0,100.0,Adam,Wharton,2004-02-06,22.61,31.0,20.0,Midfielder,Central Midfielder,asq9gj1a93bltsfd61i6xvqsq,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,496221,asq9gj1a93bltsfd61i6xvqsq,31,1c8m2ko0wxq1asfkuykurdr0y
Adrien Truffert,494521.0,3.0,270.0,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,Adrien,Truffert,2001-11-20,24.82,91.0,3.0,Defender,Full Back,92qqdiryqd8juqdjq8585476y,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,29.0,341.259,18.0,213.255,0.0,0.0,2.0,0.0,11.768,11.848,7.0,4.0,18.0,1.0,9.0,24.0,11.0,45.833,7.0,2.0,28.571,,,,,,,,,,494521.0,270.0,3.0,3.0,3.0,3.09,0.0,0.137,0.125,0.0,0.0,Adrien,Truffert,2001-11-20,24.82,91.0,3.0,Defender,Full Back,92qqdiryqd8juqdjq8585476y,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,494521.0,270.0,3.0,99.0,88.0,88.89,26.0,22.0,84.62,8.0,0.0,0.0,0.0,0.0,0.0,Adrien,Truffert,2001-11-20,24.82,91.0,3.0,Defender,Full Back,92qqdiryqd8juqdjq8585476y,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,494521,92qqdiryqd8juqdjq8585476y,91,1pse9ta7a45pi2w2grjim70ge
Ainsley Maitland-Niles,154043.0,1.0,13.0,1.0,0.03,0.97,1.0,1.0,100.0,0.03,Ainsley,Maitland-Niles,1997-08-29,29.05,11.0,2.0,Midfielder,Wing Back,dzsd79k6345s9105mb2r4fqol,ehd2iemqmschhj2ec0vayztzz,Everton FC,Everton,Everton,EVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,154043.0,13.0,1.0,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,Ainsley,Maitland-Niles,1997-08-29,29.05,11.0,2.0,Midfielder,Wing Back,dzsd79k6345s9105mb2r4fqol,ehd2iemqmschhj2ec0vayztzz,Everton FC,Everton,Everton,EVE,154043.0,13.0,1.0,4.0,4.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Ainsley,Maitland-Niles,1997-08-29,29.05,11.0,2.0,Midfielder,Wing Back,dzsd79k6345s9105mb2r4fqol,ehd2iemqmschhj2ec0vayztzz,Everton FC,Everton,Everton,EVE,154043,dzsd79k6345s9105mb2r4fqol,11,ehd2iemqmschhj2ec0vayztzz
Aladji Bamba,632794.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aladji,Bamba,2006-07-14,20.18,4.0,8.0,Midfielder,0,srzdmbirhvpjuok4mf7lj5zo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,2.0,1.0,50.0,,,,,,,,,,632794.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aladji,Bamba,2006-07-14,20.18,4.0,8.0,Midfielder,0,srzdmbirhvpjuok4mf7lj5zo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,632794.0,14.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aladji,Bamba,2006-07-14,20.18,4.0,8.0,Midfielder,0,srzdmbirhvpjuok4mf7lj5zo,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,632794,srzdmbirhvpjuok4mf7lj5zo,4,7vn2i2kd35zuetw6b38gw9jsz
